new_skill_id,skill_raw,taxonomy_id,skill_name,confidence_score,match_status,strategy_used
119,fórmulas excel,78,Excel Avançado,0.88,matched,ai_rerank
120,seleção de candidatos,—,—,0.19,no_match,insufficient_confidence
121,psql,—,—,0.07,no_match,insufficient_confidence
122,excel,78,Excel Avançado,0.71,matched,ai_rerank
123,spark streaming,54,Streaming de Dados,0.96,matched,ai_rerank
124,definir estratégia,—,—,0.01,no_match,insufficient_confidence
125,apache airflow,—,—,0.01,no_match,insufficient_confidence
126,risk assessment,—,—,0.0,no_match,insufficient_confidence
127,DCF,—,—,0.0,no_match,insufficient_confidence
128,kubernetes scaling,—,—,0.49,no_match,insufficient_confidence
129,pull request,—,—,0.0,no_match,insufficient_confidence
130,javascript backend,35,JavaScript,1.0,matched,ai_rerank
131,text processing,—,—,0.01,no_match,insufficient_confidence
132,estatística aplicada,49,Estatística Aplicada,1.0,matched,fuzzy_match
133,user research,—,—,0.0,no_match,insufficient_confidence
134,product discovery,—,—,0.0,no_match,insufficient_confidence
135,data workflow management,—,—,0.0,no_match,insufficient_confidence
136,named entity recognition,—,—,0.0,no_match,insufficient_confidence
137,gestão de performance,97,Gestão de Desempenho,1.0,matched,ai_rerank
138,autoconsciência emocional,4,Inteligência Emocional,0.7,matched,ai_rerank
139,product strategy,—,—,0.0,no_match,insufficient_confidence
140,quantitative thinking,—,—,0.0,no_match,insufficient_confidence
141,construção de APIs,61,Desenvolvimento de APIs,1.0,matched,ai_rerank
142,learning new skills,—,—,0.0,no_match,insufficient_confidence
143,análise de texto,42,Processamento de Linguagem Natural,0.99,matched,ai_rerank
144,distributed computing spark,—,—,0.0,no_match,insufficient_confidence
145,métricas,70,Monitoramento e Observabilidade,0.88,matched,ai_rerank
146,comunicação transparente,2,Comunicação Assertiva,0.91,matched,ai_rerank
147,estratégia de produto,87,Gestão de Produto,0.88,matched,ai_rerank
148,google cloud,67,Google Cloud Platform,1.0,matched,ai_rerank
149,python para dados,31,Python,0.98,matched,ai_rerank
150,data engineering,—,—,0.01,no_match,insufficient_confidence
151,pipelines de dados,51,Engenharia de Dados,1.0,matched,ai_rerank
152,written communication,—,—,0.0,no_match,insufficient_confidence
153,large language models,43,Large Language Models,1.0,matched,fuzzy_match
154,emotional awareness,—,—,0.0,no_match,insufficient_confidence
155,change adoption,—,—,0.0,no_match,insufficient_confidence
156,own initiative,—,—,0.0,no_match,insufficient_confidence
157,model validation,—,—,0.01,no_match,insufficient_confidence
158,ETL development,—,—,0.3,no_match,insufficient_confidence
159,entender o cliente,—,—,0.12,no_match,insufficient_confidence
160,customer success mindset,—,—,0.0,no_match,insufficient_confidence
161,gestão do tempo,10,Gestão do Tempo,1.0,matched,fuzzy_match
162,GDPR,—,—,0.0,no_match,insufficient_confidence
163,people coaching,—,—,0.0,no_match,insufficient_confidence
164,screening candidates,—,—,0.0,no_match,insufficient_confidence
165,scrum master,—,—,0.01,no_match,insufficient_confidence
166,testes automatizados,73,Testes Automatizados,1.0,matched,fuzzy_match
167,CNN,—,—,0.0,no_match,insufficient_confidence
168,cultura e estrutura organizacional,100,Cultura Organizacional,1.0,matched,ai_rerank
169,looker analytics,—,—,0.23,no_match,insufficient_confidence
170,self-starter,—,—,0.0,no_match,insufficient_confidence
171,RCA,—,—,0.0,no_match,insufficient_confidence
172,mediação de conflitos,3,Resolução de Conflitos,1.0,matched,ai_rerank
173,typescript frontend,36,TypeScript,1.0,matched,ai_rerank
174,integridade de dados,51,Engenharia de Dados,0.93,matched,ai_rerank
175,sklearn,—,—,0.0,no_match,insufficient_confidence
176,Docker,63,Docker,1.0,matched,fuzzy_match
177,OLAP,—,—,0.0,no_match,insufficient_confidence
178,user-centric thinking,—,—,0.0,no_match,insufficient_confidence
179,cloud data warehouse,56,Data Warehouse,1.0,matched,fuzzy_match
180,resolução de problemas complexos,7,Resolução de Problemas,1.0,matched,fuzzy_match
181,detecção de anomalias,47,Séries Temporais,0.99,matched,ai_rerank
182,cobertura de testes,73,Testes Automatizados,0.72,matched,ai_rerank
183,organizar tarefas,10,Gestão do Tempo,0.99,matched,ai_rerank
184,aws lambda,66,AWS,0.59,matched,ai_rerank
185,business strategy,—,—,0.0,no_match,insufficient_confidence
186,deep learning development,41,Deep Learning,0.88,matched,ai_rerank
187,foco no usuário,14,Visão de Produto,0.84,matched,ai_rerank
188,gestão de escopo,18,Gestão de Projetos,1.0,matched,ai_rerank
189,vendor negotiation,—,—,0.0,no_match,insufficient_confidence
190,modelos financeiros,92,Modelagem Financeira,1.0,matched,ai_rerank
191,advanced SQL,—,—,0.03,no_match,insufficient_confidence
192,visualização de dados,33,R,1.0,matched,ai_rerank
193,RESTful API,61,Desenvolvimento de APIs,1.0,matched,ai_rerank
194,financial modeling,—,—,0.24,no_match,insufficient_confidence
195,alinhar expectativas,26,Gestão de Stakeholders,1.0,matched,ai_rerank
196,frontend javascript,35,JavaScript,1.0,matched,ai_rerank
197,regulatory knowledge,—,—,0.0,no_match,insufficient_confidence
198,container deployment,64,Kubernetes,0.99,matched,ai_rerank
199,colaboração,13,Colaboração,1.0,matched,fuzzy_match
200,data infrastructure,—,—,0.03,no_match,insufficient_confidence
201,langchain development,83,LangChain,0.94,matched,ai_rerank
202,shell scripting,38,Bash e Shell Script,1.0,matched,ai_rerank
203,resolução de problemas,7,Resolução de Problemas,1.0,matched,fuzzy_match
204,problem solving,—,—,0.02,no_match,insufficient_confidence
205,people manager,—,—,0.0,no_match,insufficient_confidence
206,completude de dados,57,Qualidade de Dados,1.0,matched,ai_rerank
207,API architecture,—,—,0.17,no_match,insufficient_confidence
208,image segmentation,—,—,0.0,no_match,insufficient_confidence
209,testes de hipótese,49,Estatística Aplicada,0.99,matched,ai_rerank
210,tech mentor,—,—,0.01,no_match,insufficient_confidence
211,managing resistance to change,—,—,0.0,no_match,insufficient_confidence
212,data engineer,—,—,0.01,no_match,insufficient_confidence
213,data transformation para modelos,45,Engenharia de Features,0.81,matched,ai_rerank
214,looker reports,—,—,0.35,no_match,insufficient_confidence
215,conformidade regulatória,—,—,0.07,no_match,insufficient_confidence
216,resolução de conflitos,3,Resolução de Conflitos,1.0,matched,fuzzy_match
217,python,31,Python,1.0,matched,fuzzy_match
218,desenvolvimento de equipes,98,Treinamento e Desenvolvimento,1.0,matched,ai_rerank
219,dbt transformations,80,dbt,1.0,matched,ai_rerank
220,mentalidade empreendedora,30,Empreendedorismo,1.0,matched,ai_rerank
221,task prioritization,—,—,0.0,no_match,insufficient_confidence
222,team collaboration,—,—,0.0,no_match,insufficient_confidence
223,conflict resolution,—,—,0.0,no_match,insufficient_confidence
224,customer-centric,—,—,0.0,no_match,insufficient_confidence
225,descoberta de produto,—,—,0.4,no_match,insufficient_confidence
226,time series forecasting,—,—,0.11,no_match,insufficient_confidence
227,negotiation,—,—,0.0,no_match,insufficient_confidence
228,design técnico,—,—,0.0,no_match,insufficient_confidence
229,trabalhar em time,—,—,0.06,no_match,insufficient_confidence
230,human-centered design,—,—,0.0,no_match,insufficient_confidence
231,audience engagement,—,—,0.0,no_match,insufficient_confidence
232,microsserviços,75,Microsserviços,1.0,matched,fuzzy_match
233,product development,—,—,0.0,no_match,insufficient_confidence
234,resolver problemas,—,—,0.03,no_match,insufficient_confidence
235,TS,—,—,0.0,no_match,insufficient_confidence
236,image recognition,—,—,0.0,no_match,insufficient_confidence
237,resilience,—,—,0.0,no_match,insufficient_confidence
238,programação em python,62,FastAPI,0.98,matched,ai_rerank
239,yarn,—,—,0.0,no_match,insufficient_confidence
240,scrum,19,Metodologias Ágeis,0.55,matched,ai_rerank
241,variáveis preditivas,—,—,0.0,no_match,insufficient_confidence
242,statistics,—,—,0.0,no_match,insufficient_confidence
243,normalização de dados,33,R,0.96,matched,ai_rerank
244,modelos de ML,84,MLflow,1.0,matched,ai_rerank
245,facilitar reuniões,20,Facilitação,1.0,matched,ai_rerank
246,organizational growth,—,—,0.0,no_match,insufficient_confidence
247,ideation,—,—,0.0,no_match,insufficient_confidence
248,dados temporais,47,Séries Temporais,1.0,matched,ai_rerank
249,interpersonal communication,—,—,0.0,no_match,insufficient_confidence
250,intrapreneurship,—,—,0.0,no_match,insufficient_confidence
251,contract negotiation,—,—,0.0,no_match,insufficient_confidence
252,power bi service,76,Power BI,0.99,matched,ai_rerank
253,data exploration,—,—,0.0,no_match,insufficient_confidence
254,classification models,—,—,0.02,no_match,insufficient_confidence
255,SOLID,—,—,0.0,no_match,insufficient_confidence
256,advanced python,—,—,0.05,no_match,insufficient_confidence
257,trabalho independente,—,—,0.18,no_match,insufficient_confidence
258,R language,33,R,0.53,matched,ai_rerank
259,deliver presentations,—,—,0.0,no_match,insufficient_confidence
260,construção de APIs,61,Desenvolvimento de APIs,1.0,matched,ai_rerank
261,completude de dados,57,Qualidade de Dados,1.0,matched,ai_rerank
262,growth mindset,—,—,0.0,no_match,insufficient_confidence
263,python para dados,31,Python,0.98,matched,ai_rerank
264,coaching de pessoas,1,Gestão de Pessoas,0.88,matched,ai_rerank
265,automação de testes,73,Testes Automatizados,1.0,matched,ai_rerank
266,orientação ao cliente,—,—,0.0,no_match,insufficient_confidence
267,data analysis,—,—,0.0,no_match,insufficient_confidence
268,gerir colaboradores,—,—,0.1,no_match,insufficient_confidence
269,kubernetes scaling,—,—,0.49,no_match,insufficient_confidence
270,conformidade regulatória,—,—,0.07,no_match,insufficient_confidence
271,gestão de produto,87,Gestão de Produto,1.0,matched,fuzzy_match
272,retrieval augmented generation,—,—,0.0,no_match,insufficient_confidence
273,service mesh,—,—,0.0,no_match,insufficient_confidence
274,streaming de dados,54,Streaming de Dados,1.0,matched,fuzzy_match
275,prioritization,—,—,0.0,no_match,insufficient_confidence
276,talent acquisition,—,—,0.0,no_match,insufficient_confidence
277,PostgreSQL,58,PostgreSQL,1.0,matched,fuzzy_match
278,machine learning models,40,Machine Learning,1.0,matched,fuzzy_match
279,gestão de conflitos,3,Resolução de Conflitos,0.96,matched,ai_rerank
280,mentoria,24,Mentoria,1.0,matched,fuzzy_match
281,mentalidade adaptativa,—,—,0.13,no_match,insufficient_confidence
282,análise de decisão,8,Tomada de Decisão,0.93,matched,ai_rerank
283,root cause analysis,—,—,0.0,no_match,insufficient_confidence
284,aprendizado supervisionado,40,Machine Learning,1.0,matched,ai_rerank
285,validação de dados,15,Orientação a Dados,0.98,matched,ai_rerank
286,facilitation techniques,20,Facilitação,0.71,matched,ai_rerank
287,PySpark,—,—,0.0,no_match,insufficient_confidence
288,versatility,—,—,0.0,no_match,insufficient_confidence
289,pensar no longo prazo,17,Pensamento Estratégico,0.99,matched,ai_rerank
290,apresentar ideias,22,Apresentação e Oratória,0.89,matched,ai_rerank
291,influenciar sem autoridade,—,—,0.02,no_match,insufficient_confidence
292,REST API,61,Desenvolvimento de APIs,0.98,matched,ai_rerank
293,build automation,—,—,0.01,no_match,insufficient_confidence
294,hadoop,82,Hadoop,1.0,matched,fuzzy_match
295,cache distribuído,—,—,0.14,no_match,insufficient_confidence
296,sistemas distribuídos,—,—,0.02,no_match,insufficient_confidence
297,aws cloud,66,AWS,0.91,matched,ai_rerank
298,experiência do usuário,—,—,0.03,no_match,insufficient_confidence
299,lean agile,—,—,0.0,no_match,insufficient_confidence
300,critical judgment,—,—,0.0,no_match,insufficient_confidence
301,promover cultura,100,Cultura Organizacional,1.0,matched,ai_rerank
302,google cloud data,67,Google Cloud Platform,0.87,matched,ai_rerank
303,gestão de stakeholders,26,Gestão de Stakeholders,1.0,matched,fuzzy_match
304,performance de modelos,55,Modelagem de Dados,1.0,matched,ai_rerank
305,metas e resultados,90,OKRs,0.87,matched,ai_rerank
306,team management,—,—,0.0,no_match,insufficient_confidence
307,scripting python,—,—,0.01,no_match,insufficient_confidence
308,avaliação de LLMs em produção,46,Avaliação de Modelos,1.0,matched,ai_rerank
309,embedding models,44,Embeddings e Busca Vetorial,1.0,matched,ai_rerank
310,neural nets,—,—,0.0,no_match,insufficient_confidence
311,observabilidade,70,Monitoramento e Observabilidade,0.99,matched,ai_rerank
312,criação de variáveis,45,Engenharia de Features,0.89,matched,ai_rerank
313,gerenciar projetos,18,Gestão de Projetos,1.0,matched,ai_rerank
314,comunicação profissional,23,Escrita Profissional,1.0,matched,ai_rerank
315,react,—,—,0.0,no_match,insufficient_confidence
316,data protection,—,—,0.0,no_match,insufficient_confidence
317,streaming de dados,54,Streaming de Dados,1.0,matched,fuzzy_match
318,maturidade emocional,—,—,0.07,no_match,insufficient_confidence
319,github actions,—,—,0.03,no_match,insufficient_confidence
320,tableau analytics,77,Tableau,0.61,matched,ai_rerank
321,context switching,—,—,0.01,no_match,insufficient_confidence
322,planejamento anual,27,Planejamento Estratégico,0.96,matched,ai_rerank
323,airflow,53,Orquestração de Pipelines,0.83,matched,ai_rerank
324,cache distribuído,—,—,0.14,no_match,insufficient_confidence
325,k8s,—,—,0.0,no_match,insufficient_confidence
326,aprendizado não supervisionado,40,Machine Learning,1.0,matched,ai_rerank
327,visualização de dados,33,R,1.0,matched,ai_rerank
328,governança de dados,71,Segurança de Dados,0.99,matched,ai_rerank
329,lang chain,83,LangChain,0.99,matched,ai_rerank
330,reconhecimento de imagens,48,Visão Computacional,0.59,matched,ai_rerank
331,cultura de inovação,29,Inovação,0.84,matched,ai_rerank
332,spark streaming,54,Streaming de Dados,0.96,matched,ai_rerank
333,inferência estatística,49,Estatística Aplicada,1.0,matched,ai_rerank
334,typescript development,36,TypeScript,0.68,matched,ai_rerank
335,drive innovation,—,—,0.0,no_match,insufficient_confidence
336,python para dados,31,Python,0.98,matched,ai_rerank
337,DQ,—,—,0.0,no_match,insufficient_confidence
338,aprendizado de máquina,40,Machine Learning,1.0,matched,ai_rerank
339,gestão de mudanças,28,Gestão de Mudanças,1.0,matched,fuzzy_match
340,git,72,Versionamento de Código,0.82,matched,ai_rerank
341,desenvolvimento de colaboradores,98,Treinamento e Desenvolvimento,0.95,matched,ai_rerank
342,financial modeling,—,—,0.24,no_match,insufficient_confidence
343,customer empathy,—,—,0.0,no_match,insufficient_confidence
344,raciocínio lógico,—,—,0.0,no_match,insufficient_confidence
345,stakeholder communication,—,—,0.0,no_match,insufficient_confidence
346,javascript,35,JavaScript,1.0,matched,fuzzy_match
347,precision recall,—,—,0.0,no_match,insufficient_confidence
348,documentation,—,—,0.0,no_match,insufficient_confidence
349,product owner,—,—,0.0,no_match,insufficient_confidence
350,comunicar bem,23,Escrita Profissional,0.58,matched,ai_rerank
351,cloudformation,69,Infrastructure as Code,0.96,matched,ai_rerank
352,long-term thinking,—,—,0.0,no_match,insufficient_confidence
353,functional scala,—,—,0.08,no_match,insufficient_confidence
354,project execution,—,—,0.0,no_match,insufficient_confidence
355,classification models,—,—,0.02,no_match,insufficient_confidence
356,avaliar modelos,46,Avaliação de Modelos,1.0,matched,ai_rerank
357,python para dados,31,Python,0.98,matched,ai_rerank
358,arquitetura limpa,—,—,0.45,no_match,insufficient_confidence
359,financial statements analysis,—,—,0.0,no_match,insufficient_confidence
360,power bi analytics,76,Power BI,0.96,matched,ai_rerank
361,desenvolvimento organizacional,96,Desenvolvimento Organizacional,1.0,matched,fuzzy_match
362,prefect,—,—,0.43,no_match,insufficient_confidence
363,innovative solutions,—,—,0.0,no_match,insufficient_confidence
364,spreadsheets,—,—,0.0,no_match,insufficient_confidence
365,registro de modelos,46,Avaliação de Modelos,0.58,matched,ai_rerank
366,testes de hipótese,49,Estatística Aplicada,0.99,matched,ai_rerank
367,pipeline scheduling,—,—,0.04,no_match,insufficient_confidence
368,tomada de decisão,8,Tomada de Decisão,1.0,matched,fuzzy_match
369,comunicação escrita,23,Escrita Profissional,1.0,matched,ai_rerank
370,TypeScript,36,TypeScript,1.0,matched,fuzzy_match
371,vector store,—,—,0.0,no_match,insufficient_confidence
372,database queries,—,—,0.02,no_match,insufficient_confidence
373,dbt cloud,—,—,0.26,no_match,insufficient_confidence
374,comunicação escrita,23,Escrita Profissional,1.0,matched,ai_rerank
375,deploy automatizado,65,CI/CD,0.99,matched,ai_rerank
376,planejar estrategicamente,27,Planejamento Estratégico,0.95,matched,ai_rerank
377,balance sheet analysis,—,—,0.0,no_match,insufficient_confidence
378,creative problem solving,—,—,0.0,no_match,insufficient_confidence
379,resolver divergências,3,Resolução de Conflitos,1.0,matched,ai_rerank
380,agilidade de aprendizado,12,Aprendizado Contínuo,0.86,matched,ai_rerank
381,decision-making,—,—,0.0,no_match,insufficient_confidence
382,containers,63,Docker,0.94,matched,ai_rerank
383,fine-tuning LLMs,43,Large Language Models,0.99,matched,ai_rerank
384,user-centric thinking,—,—,0.0,no_match,insufficient_confidence
385,openness to change,—,—,0.0,no_match,insufficient_confidence
386,adaptability,—,—,0.08,no_match,insufficient_confidence
387,big data spark,—,—,0.0,no_match,insufficient_confidence
388,embeddings,44,Embeddings e Busca Vetorial,1.0,matched,ai_rerank
389,práticas ágeis,19,Metodologias Ágeis,1.0,matched,ai_rerank
390,system monitoring,—,—,0.0,no_match,insufficient_confidence
391,DW,—,—,0.0,no_match,insufficient_confidence
392,unittest,—,—,0.01,no_match,insufficient_confidence
393,foco no usuário,14,Visão de Produto,0.84,matched,ai_rerank
394,comunicação com stakeholders,2,Comunicação Assertiva,0.62,matched,ai_rerank
395,professional writing,—,—,0.0,no_match,insufficient_confidence
396,scope management,—,—,0.0,no_match,insufficient_confidence
397,escrita clara,—,—,0.4,no_match,insufficient_confidence
398,senso de produto,87,Gestão de Produto,0.88,matched,ai_rerank
399,programar em python,62,FastAPI,0.54,matched,ai_rerank
400,employer brand,99,Employer Branding,1.0,matched,ai_rerank
401,power bi desktop,76,Power BI,0.98,matched,ai_rerank
402,lang chain,83,LangChain,0.99,matched,ai_rerank
403,compliance e regulação,94,Compliance e Regulação,1.0,matched,fuzzy_match
404,trabalhar sem supervisão,—,—,0.42,no_match,insufficient_confidence
405,retrieval augmented generation,—,—,0.0,no_match,insufficient_confidence
406,comunicação com stakeholders,2,Comunicação Assertiva,0.62,matched,ai_rerank
407,emotional management,—,—,0.0,no_match,insufficient_confidence
408,salary negotiation,—,—,0.0,no_match,insufficient_confidence
409,strategic thinking,—,—,0.0,no_match,insufficient_confidence
410,liderança de engenharia,25,Liderança Técnica,1.0,matched,ai_rerank
411,Python,31,Python,1.0,matched,fuzzy_match
412,risk analysis,—,—,0.0,no_match,insufficient_confidence
413,people care,—,—,0.0,no_match,insufficient_confidence
414,data security,—,—,0.0,no_match,insufficient_confidence
415,data cleaning,—,—,0.0,no_match,insufficient_confidence
416,fechar acordos,—,—,0.01,no_match,insufficient_confidence
417,LookML,—,—,0.0,no_match,insufficient_confidence
418,decision-making,—,—,0.0,no_match,insufficient_confidence
419,planilhas,—,—,0.0,no_match,insufficient_confidence
420,risk taking,—,—,0.0,no_match,insufficient_confidence
421,postgresql optimization,58,PostgreSQL,0.99,matched,ai_rerank
422,context switching,—,—,0.01,no_match,insufficient_confidence
423,ggplot2,—,—,0.0,no_match,insufficient_confidence
424,SQL writing,—,—,0.22,no_match,insufficient_confidence
425,fastapi,62,FastAPI,1.0,matched,fuzzy_match
426,sentiment analysis,—,—,0.0,no_match,insufficient_confidence
427,LLM development,—,—,0.22,no_match,insufficient_confidence
428,logging,—,—,0.26,no_match,insufficient_confidence
429,compelling data presentations,—,—,0.0,no_match,insufficient_confidence
430,product strategy,—,—,0.0,no_match,insufficient_confidence
431,scala functional programming,37,Scala,0.92,matched,ai_rerank
432,SQL avançado,78,Excel Avançado,0.9,matched,ai_rerank
433,airflow,53,Orquestração de Pipelines,0.83,matched,ai_rerank
434,self-management,—,—,0.0,no_match,insufficient_confidence
435,culture of innovation,—,—,0.0,no_match,insufficient_confidence
436,FastAPI backend,—,—,0.41,no_match,insufficient_confidence
437,API development,—,—,0.1,no_match,insufficient_confidence
438,command line scripting,—,—,0.0,no_match,insufficient_confidence
439,pipeline scheduling,—,—,0.04,no_match,insufficient_confidence
440,API REST,61,Desenvolvimento de APIs,0.97,matched,ai_rerank
441,discounted cash flow,—,—,0.0,no_match,insufficient_confidence
442,empathy mapping,—,—,0.0,no_match,insufficient_confidence
443,data orientation,—,—,0.0,no_match,insufficient_confidence
444,agilidade,—,—,0.0,no_match,insufficient_confidence
445,LLMs,83,LangChain,0.97,matched,ai_rerank
446,azure machine learning,40,Machine Learning,1.0,matched,fuzzy_match
