new_skill_id,skill_raw,taxonomy_id,skill_name,confidence_score,match_status,strategy_used
141,construção de APIs,61,Desenvolvimento de APIs,0.99,matched,ai_rerank
142,learning new skills,12,Aprendizado Contínuo,0.98,matched,ai_rerank
143,análise de texto,—,—,0.22,no_match,insufficient_confidence
144,distributed computing spark,81,Spark,1.0,matched,ai_rerank
145,métricas,—,—,0.15,no_match,insufficient_confidence
146,comunicação transparente,—,—,0.14,no_match,insufficient_confidence
147,estratégia de produto,—,—,0.44,no_match,insufficient_confidence
148,google cloud,67,Google Cloud Platform,1.0,matched,ai_rerank
149,python para dados,31,Python,0.99,matched,ai_rerank
150,data engineering,51,Engenharia de Dados,1.0,matched,ai_rerank
151,pipelines de dados,51,Engenharia de Dados,0.97,matched,ai_rerank
152,written communication,23,Escrita Profissional,0.91,matched,ai_rerank
153,large language models,43,Large Language Models,1.0,matched,fuzzy_match
154,emotional awareness,4,Inteligência Emocional,0.61,matched,ai_rerank
155,change adoption,—,—,0.41,no_match,insufficient_confidence
156,own initiative,—,—,0.44,no_match,insufficient_confidence
157,model validation,46,Avaliação de Modelos,0.99,matched,ai_rerank
158,ETL development,52,ETL e ELT,1.0,matched,ai_rerank
159,entender o cliente,16,Foco no Cliente,0.86,matched,ai_rerank
160,customer success mindset,—,—,0.27,no_match,insufficient_confidence
161,gestão do tempo,10,Gestão do Tempo,1.0,matched,fuzzy_match
162,GDPR,—,—,0.27,no_match,insufficient_confidence
163,people coaching,—,—,0.46,no_match,insufficient_confidence
164,screening candidates,—,—,0.04,no_match,insufficient_confidence
165,scrum master,—,—,0.05,no_match,insufficient_confidence
166,testes automatizados,73,Testes Automatizados,1.0,matched,fuzzy_match
167,CNN,—,—,0.32,no_match,insufficient_confidence
168,cultura e estrutura organizacional,100,Cultura Organizacional,1.0,matched,ai_rerank
169,looker analytics,79,Looker,1.0,matched,ai_rerank
170,self-starter,—,—,0.22,no_match,insufficient_confidence
171,RCA,—,—,0.18,no_match,insufficient_confidence
172,mediação de conflitos,3,Resolução de Conflitos,0.99,matched,ai_rerank
173,typescript frontend,36,TypeScript,1.0,matched,ai_rerank
174,integridade de dados,—,—,0.08,no_match,insufficient_confidence
175,sklearn,—,—,0.19,no_match,insufficient_confidence
176,Docker,63,Docker,1.0,matched,fuzzy_match
177,OLAP,—,—,0.33,no_match,insufficient_confidence
178,user-centric thinking,89,Design Thinking,0.96,matched,ai_rerank
179,cloud data warehouse,56,Data Warehouse,1.0,matched,fuzzy_match
180,resolução de problemas complexos,7,Resolução de Problemas,1.0,matched,fuzzy_match
181,detecção de anomalias,—,—,0.44,no_match,insufficient_confidence
182,cobertura de testes,—,—,0.05,no_match,insufficient_confidence
183,organizar tarefas,10,Gestão do Tempo,0.67,matched,ai_rerank
184,aws lambda,66,AWS,0.77,matched,ai_rerank
185,business strategy,27,Planejamento Estratégico,0.59,matched,ai_rerank
186,deep learning development,41,Deep Learning,1.0,matched,ai_rerank
187,foco no usuário,16,Foco no Cliente,0.95,matched,ai_rerank
188,gestão de escopo,18,Gestão de Projetos,0.7,matched,ai_rerank
189,vendor negotiation,—,—,0.08,no_match,insufficient_confidence
190,modelos financeiros,92,Modelagem Financeira,1.0,matched,ai_rerank
191,advanced SQL,58,PostgreSQL,0.9,matched,ai_rerank
192,visualização de dados,—,—,0.39,no_match,insufficient_confidence
193,RESTful API,61,Desenvolvimento de APIs,0.84,matched,ai_rerank
194,financial modeling,92,Modelagem Financeira,1.0,matched,ai_rerank
195,alinhar expectativas,26,Gestão de Stakeholders,0.85,matched,ai_rerank
196,frontend javascript,35,JavaScript,1.0,matched,ai_rerank
197,regulatory knowledge,94,Compliance e Regulação,0.98,matched,ai_rerank
198,container deployment,64,Kubernetes,0.88,matched,ai_rerank
199,colaboração,13,Colaboração,1.0,matched,fuzzy_match
200,data infrastructure,—,—,0.4,no_match,insufficient_confidence
201,langchain development,83,LangChain,1.0,matched,ai_rerank
202,shell scripting,38,Bash e Shell Script,1.0,matched,ai_rerank
203,resolução de problemas,7,Resolução de Problemas,1.0,matched,fuzzy_match
204,problem solving,3,Resolução de Conflitos,0.92,matched,ai_rerank
205,people manager,1,Gestão de Pessoas,0.99,matched,ai_rerank
206,completude de dados,—,—,0.44,no_match,insufficient_confidence
207,API architecture,—,—,0.36,no_match,insufficient_confidence
208,image segmentation,—,—,0.08,no_match,insufficient_confidence
209,testes de hipótese,50,Experimentação e Testes A/B,0.82,matched,ai_rerank
210,tech mentor,24,Mentoria,0.57,matched,ai_rerank
211,managing resistance to change,—,—,0.42,no_match,insufficient_confidence
212,data engineer,51,Engenharia de Dados,0.99,matched,ai_rerank
213,data transformation para modelos,—,—,0.28,no_match,insufficient_confidence
214,looker reports,79,Looker,0.64,matched,ai_rerank
215,conformidade regulatória,94,Compliance e Regulação,1.0,matched,ai_rerank
216,resolução de conflitos,3,Resolução de Conflitos,1.0,matched,fuzzy_match
217,python,31,Python,1.0,matched,fuzzy_match
218,desenvolvimento de equipes,98,Treinamento e Desenvolvimento,0.96,matched,ai_rerank
219,dbt transformations,80,dbt,1.0,matched,ai_rerank
220,mentalidade empreendedora,30,Empreendedorismo,0.99,matched,ai_rerank
221,task prioritization,10,Gestão do Tempo,0.79,matched,ai_rerank
222,team collaboration,13,Colaboração,0.58,matched,ai_rerank
223,conflict resolution,3,Resolução de Conflitos,1.0,matched,ai_rerank
224,customer-centric,16,Foco no Cliente,0.93,matched,ai_rerank
225,descoberta de produto,—,—,0.26,no_match,insufficient_confidence
226,time series forecasting,47,Séries Temporais,1.0,matched,ai_rerank
227,negotiation,5,Negociação,0.98,matched,ai_rerank
228,design técnico,—,—,0.29,no_match,insufficient_confidence
229,trabalhar em time,—,—,0.22,no_match,insufficient_confidence
230,human-centered design,—,—,0.03,no_match,insufficient_confidence
231,audience engagement,—,—,0.23,no_match,insufficient_confidence
232,microsserviços,75,Microsserviços,1.0,matched,fuzzy_match
233,product development,—,—,0.24,no_match,insufficient_confidence
234,resolver problemas,7,Resolução de Problemas,1.0,matched,ai_rerank
235,TS,—,—,0.14,no_match,insufficient_confidence
236,image recognition,99,Employer Branding,0.55,matched,ai_rerank
237,resilience,—,—,0.47,no_match,insufficient_confidence
238,programação em python,31,Python,0.62,matched,ai_rerank
239,yarn,—,—,0.37,no_match,insufficient_confidence
240,scrum,—,—,0.24,no_match,insufficient_confidence
241,variáveis preditivas,—,—,0.02,no_match,insufficient_confidence
242,statistics,—,—,0.41,no_match,insufficient_confidence
243,normalização de dados,—,—,0.06,no_match,insufficient_confidence
244,modelos de ML,84,MLflow,0.57,matched,ai_rerank
245,facilitar reuniões,20,Facilitação,0.99,matched,ai_rerank
246,organizational growth,96,Desenvolvimento Organizacional,1.0,matched,ai_rerank
247,ideation,29,Inovação,0.87,matched,ai_rerank
248,dados temporais,47,Séries Temporais,0.84,matched,ai_rerank
249,interpersonal communication,—,—,0.13,no_match,insufficient_confidence
250,intrapreneurship,—,—,0.27,no_match,insufficient_confidence
251,contract negotiation,5,Negociação,0.58,matched,ai_rerank
252,power bi service,76,Power BI,1.0,matched,ai_rerank
253,data exploration,39,Análise de Dados,0.99,matched,ai_rerank
254,classification models,—,—,0.04,no_match,insufficient_confidence
255,SOLID,—,—,0.05,no_match,insufficient_confidence
256,advanced python,—,—,0.42,no_match,insufficient_confidence
257,trabalho independente,—,—,0.12,no_match,insufficient_confidence
258,R language,33,R,1.0,matched,ai_rerank
259,deliver presentations,—,—,0.06,no_match,insufficient_confidence
260,construção de APIs,61,Desenvolvimento de APIs,0.99,matched,ai_rerank
261,completude de dados,—,—,0.44,no_match,insufficient_confidence
262,growth mindset,24,Mentoria,0.74,matched,ai_rerank
263,python para dados,31,Python,0.99,matched,ai_rerank
264,coaching de pessoas,—,—,0.23,no_match,insufficient_confidence
265,automação de testes,73,Testes Automatizados,1.0,matched,ai_rerank
266,orientação ao cliente,16,Foco no Cliente,0.58,matched,ai_rerank
267,data analysis,39,Análise de Dados,1.0,matched,ai_rerank
268,gerir colaboradores,1,Gestão de Pessoas,0.78,matched,ai_rerank
269,kubernetes scaling,64,Kubernetes,0.98,matched,ai_rerank
270,conformidade regulatória,94,Compliance e Regulação,1.0,matched,ai_rerank
271,gestão de produto,87,Gestão de Produto,1.0,matched,fuzzy_match
272,retrieval augmented generation,—,—,0.0,no_match,insufficient_confidence
273,service mesh,—,—,0.23,no_match,insufficient_confidence
274,streaming de dados,54,Streaming de Dados,1.0,matched,fuzzy_match
275,prioritization,—,—,0.26,no_match,insufficient_confidence
276,talent acquisition,—,—,0.22,no_match,insufficient_confidence
277,PostgreSQL,58,PostgreSQL,1.0,matched,fuzzy_match
278,machine learning models,40,Machine Learning,1.0,matched,fuzzy_match
279,gestão de conflitos,—,—,0.49,no_match,insufficient_confidence
280,mentoria,24,Mentoria,1.0,matched,fuzzy_match
281,mentalidade adaptativa,9,Adaptabilidade,0.66,matched,ai_rerank
282,análise de decisão,8,Tomada de Decisão,0.6,matched,ai_rerank
283,root cause analysis,—,—,0.14,no_match,insufficient_confidence
284,aprendizado supervisionado,40,Machine Learning,0.98,matched,ai_rerank
285,validação de dados,—,—,0.22,no_match,insufficient_confidence
286,facilitation techniques,20,Facilitação,0.66,matched,ai_rerank
287,PySpark,—,—,0.14,no_match,insufficient_confidence
288,versatility,—,—,0.12,no_match,insufficient_confidence
289,pensar no longo prazo,17,Pensamento Estratégico,0.8,matched,ai_rerank
290,apresentar ideias,—,—,0.17,no_match,insufficient_confidence
291,influenciar sem autoridade,—,—,0.01,no_match,insufficient_confidence
292,REST API,—,—,0.38,no_match,insufficient_confidence
293,build automation,65,CI/CD,0.58,matched,ai_rerank
294,hadoop,82,Hadoop,1.0,matched,fuzzy_match
295,cache distribuído,—,—,0.03,no_match,insufficient_confidence
296,sistemas distribuídos,82,Hadoop,0.58,matched,ai_rerank
297,aws cloud,66,AWS,0.91,matched,ai_rerank
298,experiência do usuário,—,—,0.13,no_match,insufficient_confidence
299,lean agile,—,—,0.2,no_match,insufficient_confidence
300,critical judgment,17,Pensamento Estratégico,0.65,matched,ai_rerank
301,promover cultura,100,Cultura Organizacional,0.93,matched,ai_rerank
302,google cloud data,67,Google Cloud Platform,0.97,matched,ai_rerank
303,gestão de stakeholders,26,Gestão de Stakeholders,1.0,matched,fuzzy_match
304,performance de modelos,45,Engenharia de Features,0.67,matched,ai_rerank
305,metas e resultados,—,—,0.08,no_match,insufficient_confidence
306,team management,1,Gestão de Pessoas,0.98,matched,ai_rerank
307,scripting python,62,FastAPI,0.74,matched,ai_rerank
308,avaliação de LLMs em produção,85,Langfuse,0.97,matched,ai_rerank
309,embedding models,44,Embeddings e Busca Vetorial,0.97,matched,ai_rerank
310,neural nets,—,—,0.39,no_match,insufficient_confidence
311,observabilidade,70,Monitoramento e Observabilidade,0.87,matched,ai_rerank
312,criação de variáveis,45,Engenharia de Features,0.84,matched,ai_rerank
313,gerenciar projetos,18,Gestão de Projetos,1.0,matched,ai_rerank
314,comunicação profissional,23,Escrita Profissional,0.97,matched,ai_rerank
315,react,9,Adaptabilidade,0.66,matched,ai_rerank
316,data protection,71,Segurança de Dados,0.96,matched,ai_rerank
317,streaming de dados,54,Streaming de Dados,1.0,matched,fuzzy_match
318,maturidade emocional,—,—,0.08,no_match,insufficient_confidence
319,github actions,—,—,0.07,no_match,insufficient_confidence
320,tableau analytics,77,Tableau,0.97,matched,ai_rerank
321,context switching,—,—,0.07,no_match,insufficient_confidence
322,planejamento anual,—,—,0.01,no_match,insufficient_confidence
323,airflow,53,Orquestração de Pipelines,0.84,matched,ai_rerank
324,cache distribuído,—,—,0.03,no_match,insufficient_confidence
325,k8s,—,—,0.08,no_match,insufficient_confidence
326,aprendizado não supervisionado,40,Machine Learning,0.99,matched,ai_rerank
327,visualização de dados,—,—,0.39,no_match,insufficient_confidence
328,governança de dados,—,—,0.07,no_match,insufficient_confidence
329,lang chain,83,LangChain,1.0,matched,ai_rerank
330,reconhecimento de imagens,—,—,0.02,no_match,insufficient_confidence
331,cultura de inovação,—,—,0.24,no_match,insufficient_confidence
332,spark streaming,54,Streaming de Dados,0.97,matched,ai_rerank
333,inferência estatística,49,Estatística Aplicada,0.72,matched,ai_rerank
334,typescript development,36,TypeScript,1.0,matched,ai_rerank
335,drive innovation,29,Inovação,0.51,matched,ai_rerank
336,python para dados,31,Python,0.99,matched,ai_rerank
337,DQ,—,—,0.21,no_match,insufficient_confidence
338,aprendizado de máquina,40,Machine Learning,1.0,matched,ai_rerank
339,gestão de mudanças,28,Gestão de Mudanças,1.0,matched,fuzzy_match
340,git,—,—,0.23,no_match,insufficient_confidence
341,desenvolvimento de colaboradores,—,—,0.21,no_match,insufficient_confidence
342,financial modeling,92,Modelagem Financeira,1.0,matched,ai_rerank
343,customer empathy,—,—,0.1,no_match,insufficient_confidence
344,raciocínio lógico,—,—,0.12,no_match,insufficient_confidence
345,stakeholder communication,—,—,0.48,no_match,insufficient_confidence
346,javascript,35,JavaScript,1.0,matched,fuzzy_match
347,precision recall,—,—,0.01,no_match,insufficient_confidence
348,documentation,—,—,0.15,no_match,insufficient_confidence
349,product owner,—,—,0.12,no_match,insufficient_confidence
350,comunicar bem,—,—,0.23,no_match,insufficient_confidence
351,cloudformation,69,Infrastructure as Code,0.71,matched,ai_rerank
352,long-term thinking,17,Pensamento Estratégico,0.86,matched,ai_rerank
353,functional scala,—,—,0.29,no_match,insufficient_confidence
354,project execution,18,Gestão de Projetos,0.83,matched,ai_rerank
355,classification models,—,—,0.04,no_match,insufficient_confidence
356,avaliar modelos,46,Avaliação de Modelos,1.0,matched,ai_rerank
357,python para dados,31,Python,0.99,matched,ai_rerank
358,arquitetura limpa,—,—,0.03,no_match,insufficient_confidence
359,financial statements analysis,91,Análise Financeira,0.99,matched,ai_rerank
360,power bi analytics,76,Power BI,1.0,matched,ai_rerank
361,desenvolvimento organizacional,96,Desenvolvimento Organizacional,1.0,matched,fuzzy_match
362,prefect,53,Orquestração de Pipelines,0.66,matched,ai_rerank
363,innovative solutions,29,Inovação,0.58,matched,ai_rerank
364,spreadsheets,—,—,0.24,no_match,insufficient_confidence
365,registro de modelos,—,—,0.13,no_match,insufficient_confidence
366,testes de hipótese,50,Experimentação e Testes A/B,0.82,matched,ai_rerank
367,pipeline scheduling,53,Orquestração de Pipelines,0.91,matched,ai_rerank
368,tomada de decisão,8,Tomada de Decisão,1.0,matched,fuzzy_match
369,comunicação escrita,21,Storytelling com Dados,0.65,matched,ai_rerank
370,TypeScript,36,TypeScript,1.0,matched,fuzzy_match
371,vector store,—,—,0.34,no_match,insufficient_confidence
372,database queries,—,—,0.46,no_match,insufficient_confidence
373,dbt cloud,80,dbt,0.7,matched,ai_rerank
374,comunicação escrita,21,Storytelling com Dados,0.65,matched,ai_rerank
375,deploy automatizado,65,CI/CD,0.91,matched,ai_rerank
376,planejar estrategicamente,27,Planejamento Estratégico,1.0,matched,ai_rerank
377,balance sheet analysis,—,—,0.1,no_match,insufficient_confidence
378,creative problem solving,—,—,0.41,no_match,insufficient_confidence
379,resolver divergências,3,Resolução de Conflitos,1.0,matched,ai_rerank
380,agilidade de aprendizado,—,—,0.03,no_match,insufficient_confidence
381,decision-making,8,Tomada de Decisão,0.99,matched,ai_rerank
382,containers,63,Docker,0.55,matched,ai_rerank
383,fine-tuning LLMs,43,Large Language Models,0.91,matched,ai_rerank
384,user-centric thinking,89,Design Thinking,0.96,matched,ai_rerank
385,openness to change,—,—,0.27,no_match,insufficient_confidence
386,adaptability,9,Adaptabilidade,1.0,matched,ai_rerank
387,big data spark,81,Spark,1.0,matched,ai_rerank
388,embeddings,44,Embeddings e Busca Vetorial,0.76,matched,ai_rerank
389,práticas ágeis,19,Metodologias Ágeis,0.98,matched,ai_rerank
390,system monitoring,70,Monitoramento e Observabilidade,0.98,matched,ai_rerank
391,DW,—,—,0.34,no_match,insufficient_confidence
392,unittest,73,Testes Automatizados,0.9,matched,ai_rerank
393,foco no usuário,16,Foco no Cliente,0.95,matched,ai_rerank
394,comunicação com stakeholders,—,—,0.25,no_match,insufficient_confidence
395,professional writing,23,Escrita Profissional,1.0,matched,ai_rerank
396,scope management,—,—,0.16,no_match,insufficient_confidence
397,escrita clara,23,Escrita Profissional,0.78,matched,ai_rerank
398,senso de produto,14,Visão de Produto,0.93,matched,ai_rerank
399,programar em python,—,—,0.28,no_match,insufficient_confidence
400,employer brand,99,Employer Branding,1.0,matched,ai_rerank
401,power bi desktop,76,Power BI,0.99,matched,ai_rerank
402,lang chain,83,LangChain,1.0,matched,ai_rerank
403,compliance e regulação,94,Compliance e Regulação,1.0,matched,fuzzy_match
404,trabalhar sem supervisão,—,—,0.32,no_match,insufficient_confidence
405,retrieval augmented generation,—,—,0.0,no_match,insufficient_confidence
406,comunicação com stakeholders,—,—,0.25,no_match,insufficient_confidence
407,emotional management,4,Inteligência Emocional,0.84,matched,ai_rerank
408,salary negotiation,—,—,0.01,no_match,insufficient_confidence
409,strategic thinking,17,Pensamento Estratégico,1.0,matched,ai_rerank
410,liderança de engenharia,25,Liderança Técnica,0.99,matched,ai_rerank
411,Python,31,Python,1.0,matched,fuzzy_match
412,risk analysis,93,Gestão de Riscos,0.9,matched,ai_rerank
413,people care,—,—,0.26,no_match,insufficient_confidence
414,data security,71,Segurança de Dados,0.99,matched,ai_rerank
415,data cleaning,—,—,0.2,no_match,insufficient_confidence
416,fechar acordos,—,—,0.05,no_match,insufficient_confidence
417,LookML,—,—,0.13,no_match,insufficient_confidence
418,decision-making,8,Tomada de Decisão,0.99,matched,ai_rerank
419,planilhas,77,Tableau,0.8,matched,ai_rerank
420,risk taking,—,—,0.14,no_match,insufficient_confidence
421,postgresql optimization,58,PostgreSQL,0.94,matched,ai_rerank
422,context switching,—,—,0.07,no_match,insufficient_confidence
423,ggplot2,—,—,0.02,no_match,insufficient_confidence
424,SQL writing,32,SQL,1.0,matched,ai_rerank
425,fastapi,62,FastAPI,1.0,matched,fuzzy_match
426,sentiment analysis,—,—,0.12,no_match,insufficient_confidence
427,LLM development,83,LangChain,0.96,matched,ai_rerank
428,logging,—,—,0.18,no_match,insufficient_confidence
429,compelling data presentations,—,—,0.11,no_match,insufficient_confidence
430,product strategy,87,Gestão de Produto,0.87,matched,ai_rerank
431,scala functional programming,37,Scala,0.98,matched,ai_rerank
432,SQL avançado,58,PostgreSQL,0.82,matched,ai_rerank
433,airflow,53,Orquestração de Pipelines,0.84,matched,ai_rerank
434,self-management,11,Autogestão,0.59,matched,ai_rerank
435,culture of innovation,—,—,0.18,no_match,insufficient_confidence
436,FastAPI backend,62,FastAPI,0.64,matched,ai_rerank
437,API development,62,FastAPI,0.98,matched,ai_rerank
438,command line scripting,—,—,0.06,no_match,insufficient_confidence
439,pipeline scheduling,53,Orquestração de Pipelines,0.91,matched,ai_rerank
440,API REST,—,—,0.45,no_match,insufficient_confidence
