new_skill_id,skill_raw,taxonomy_id,skill_name,confidence_score,match_status,strategy_used,top1,score_bi_encoder_top1,top2,score_bi_encoder_top2,top3,score_bi_encoder_top3,top4,score_bi_encoder_top4,top5,score_bi_encoder_top5
2067,soluções inovadoras,29,Inovação,0.4,matched,ai_rerank,Resolução de Problemas,0.8665,Inovação,0.8604,Design Thinking,0.8477,Visão Computacional,0.8471,Resolução de Conflitos,0.8436
2398,soluções inovadoras,29,Inovação,0.4,matched,ai_rerank,Resolução de Problemas,0.8665,Inovação,0.8604,Design Thinking,0.8477,Visão Computacional,0.8471,Resolução de Conflitos,0.8436
2044,prototyping,36,TypeScript,0.4,matched,ai_rerank,Design Thinking,0.8306,Large Language Models,0.8195,TypeScript,0.8184,Experimentação e Testes A/B,0.8181,Java,0.8166
1892,prototyping,36,TypeScript,0.4,matched,ai_rerank,Design Thinking,0.8306,Large Language Models,0.8195,TypeScript,0.8184,Experimentação e Testes A/B,0.8181,Java,0.8166
2857,backend API,34,Java,0.4,matched,ai_rerank,TypeScript,0.8661,JavaScript,0.8625,Java,0.8604,FastAPI,0.8433,Desenvolvimento de APIs,0.8285
723,change adoption,9,Adaptabilidade,0.41,matched,ai_rerank,Gestão de Mudanças,0.8348,Adaptabilidade,0.8236,Tomada de Decisão,0.8093,Hugging Face,0.8024,Aprendizado Contínuo,0.8019
1411,managing expectations,26,Gestão de Stakeholders,0.41,matched,ai_rerank,Gestão de Stakeholders,0.8455,Gestão do Tempo,0.8302,Gestão de Produto,0.8255,Gestão de Projetos,0.8241,Resolução de Conflitos,0.8237
1583,imagens docker,63,Docker,0.41,matched,ai_rerank,Docker,0.8485,Looker,0.8322,Data Warehouse,0.8314,Azure,0.8237,Kubernetes,0.8218
2351,TDD,40,Machine Learning,0.41,matched,ai_rerank,ETL e ELT,0.7889,Looker,0.7849,TypeScript,0.7835,Machine Learning,0.7816,CI/CD,0.7801
2476,TDD,40,Machine Learning,0.41,matched,ai_rerank,ETL e ELT,0.7889,Looker,0.7849,TypeScript,0.7835,Machine Learning,0.7816,CI/CD,0.7801
242,statistics,49,Estatística Aplicada,0.41,matched,ai_rerank,Estatística Aplicada,0.8534,R,0.8451,Experimentação e Testes A/B,0.8333,Storytelling com Dados,0.8301,Análise Financeira,0.8294
378,creative problem solving,3,Resolução de Conflitos,0.41,matched,ai_rerank,Design Thinking,0.8428,Resolução de Problemas,0.8377,Resolução de Conflitos,0.8348,Colaboração,0.8216,Inovação,0.818
1996,managing expectations,26,Gestão de Stakeholders,0.41,matched,ai_rerank,Gestão de Stakeholders,0.8455,Gestão do Tempo,0.8302,Gestão de Produto,0.8255,Gestão de Projetos,0.8241,Resolução de Conflitos,0.8237
2883,joint work,13,Colaboração,0.41,matched,ai_rerank,Colaboração,0.8369,Versionamento de Código,0.8097,Facilitação,0.8095,Escrita Profissional,0.8082,Resolução de Conflitos,0.8063
1896,creative problem solving,3,Resolução de Conflitos,0.41,matched,ai_rerank,Design Thinking,0.8428,Resolução de Problemas,0.8377,Resolução de Conflitos,0.8348,Colaboração,0.8216,Inovação,0.818
2316,classificação de imagens,48,Visão Computacional,0.41,matched,ai_rerank,Visão Computacional,0.8534,Machine Learning,0.8205,Resolução de Conflitos,0.8204,Modelagem de Dados,0.82,Data Warehouse,0.8195
2627,managing expectations,26,Gestão de Stakeholders,0.41,matched,ai_rerank,Gestão de Stakeholders,0.8455,Gestão do Tempo,0.8302,Gestão de Produto,0.8255,Gestão de Projetos,0.8241,Resolução de Conflitos,0.8237
2736,TDD,40,Machine Learning,0.41,matched,ai_rerank,ETL e ELT,0.7889,Looker,0.7849,TypeScript,0.7835,Machine Learning,0.7816,CI/CD,0.7801
155,change adoption,9,Adaptabilidade,0.41,matched,ai_rerank,Gestão de Mudanças,0.8348,Adaptabilidade,0.8236,Tomada de Decisão,0.8093,Hugging Face,0.8024,Aprendizado Contínuo,0.8019
1441,statistics,49,Estatística Aplicada,0.41,matched,ai_rerank,Estatística Aplicada,0.8534,R,0.8451,Experimentação e Testes A/B,0.8333,Storytelling com Dados,0.8301,Análise Financeira,0.8294
1427,TDD,40,Machine Learning,0.41,matched,ai_rerank,ETL e ELT,0.7889,Looker,0.7849,TypeScript,0.7835,Machine Learning,0.7816,CI/CD,0.7801
3022,data compliance,57,Qualidade de Dados,0.41,matched,ai_rerank,Qualidade de Dados,0.8382,Compliance e Regulação,0.8302,Streaming de Dados,0.827,Data Warehouse,0.8248,Análise de Dados,0.8229
2301,scala spark,81,Spark,0.41,matched,ai_rerank,Spark,0.8529,Scala,0.8449,Streaming de Dados,0.8449,MLflow,0.8026,Data Warehouse,0.7997
40,imagens docker,63,Docker,0.41,matched,ai_rerank,Docker,0.8485,Looker,0.8322,Data Warehouse,0.8314,Azure,0.8237,Kubernetes,0.8218
1894,RAG,81,Spark,0.42,matched,ai_rerank,Large Language Models,0.7923,Gestão de Riscos,0.7837,R,0.7786,Metodologias Ágeis,0.7781,Spark,0.777
2128,advanced python,31,Python,0.42,matched,ai_rerank,Python,0.8296,FastAPI,0.825,Excel Avançado,0.8249,PostgreSQL,0.8153,Spark,0.8143
211,managing resistance to change,28,Gestão de Mudanças,0.42,matched,ai_rerank,Gestão de Mudanças,0.8553,Adaptabilidade,0.8423,Resolução de Conflitos,0.8168,MLflow,0.8162,Tomada de Decisão,0.8157
1050,RAG,81,Spark,0.42,matched,ai_rerank,Large Language Models,0.7923,Gestão de Riscos,0.7837,R,0.7786,Metodologias Ágeis,0.7781,Spark,0.777
2804,managing resistance to change,28,Gestão de Mudanças,0.42,matched,ai_rerank,Gestão de Mudanças,0.8553,Adaptabilidade,0.8423,Resolução de Conflitos,0.8168,MLflow,0.8162,Tomada de Decisão,0.8157
2559,RAG,81,Spark,0.42,matched,ai_rerank,Large Language Models,0.7923,Gestão de Riscos,0.7837,R,0.7786,Metodologias Ágeis,0.7781,Spark,0.777
1863,EDA,25,Liderança Técnica,0.42,matched,ai_rerank,Liderança Técnica,0.7955,Empreendedorismo,0.7931,Engenharia de Features,0.792,Redis,0.7913,Adaptabilidade,0.7904
546,dagster,79,Looker,0.42,matched,ai_rerank,Looker,0.8077,Autogestão,0.8038,Streaming de Dados,0.7993,Escrita Profissional,0.7988,Spark,0.7981
2973,LSTM,40,Machine Learning,0.42,matched,ai_rerank,Large Language Models,0.8251,LangChain,0.8039,Langfuse,0.7924,MLflow,0.7804,Machine Learning,0.7751
2367,ML,84,MLflow,0.42,matched,ai_rerank,MLflow,0.8291,Machine Learning,0.8071,Large Language Models,0.8061,Engenharia de Features,0.7918,Azure,0.7885
256,advanced python,31,Python,0.42,matched,ai_rerank,Python,0.8296,FastAPI,0.825,Excel Avançado,0.8249,PostgreSQL,0.8153,Spark,0.8143
2391,EDA,25,Liderança Técnica,0.42,matched,ai_rerank,Liderança Técnica,0.7955,Empreendedorismo,0.7931,Engenharia de Features,0.792,Redis,0.7913,Adaptabilidade,0.7904
2057,LSTM,40,Machine Learning,0.42,matched,ai_rerank,Large Language Models,0.8251,LangChain,0.8039,Langfuse,0.7924,MLflow,0.7804,Machine Learning,0.7751
2248,ML,84,MLflow,0.42,matched,ai_rerank,MLflow,0.8291,Machine Learning,0.8071,Large Language Models,0.8061,Engenharia de Features,0.7918,Azure,0.7885
579,good writing,23,Escrita Profissional,0.43,matched,ai_rerank,Escrita Profissional,0.825,Comunicação Assertiva,0.8029,Mentoria,0.8024,Large Language Models,0.8021,Python,0.8001
2162,employee development,99,Employer Branding,0.43,matched,ai_rerank,Treinamento e Desenvolvimento,0.8281,Employer Branding,0.8275,Aprendizado Contínuo,0.82,Mentoria,0.8173,Desenvolvimento Organizacional,0.8132
2480,desenvolvimento de pessoas,24,Mentoria,0.43,matched,ai_rerank,Mentoria,0.8621,Treinamento e Desenvolvimento,0.8513,Desenvolvimento Organizacional,0.851,Gestão de Pessoas,0.845,Resolução de Conflitos,0.8375
573,limpeza de dados,39,Análise de Dados,0.43,matched,ai_rerank,Análise de Dados,0.8668,Qualidade de Dados,0.8527,Streaming de Dados,0.85,Spark,0.8462,Data Warehouse,0.8413
1683,personal organization,1,Gestão de Pessoas,0.43,matched,ai_rerank,Autogestão,0.8309,Cultura Organizacional,0.8211,Gestão de Pessoas,0.816,Gestão do Tempo,0.8158,Colaboração,0.8152
2970,bargaining,5,Negociação,0.43,matched,ai_rerank,Negociação,0.8407,Employer Branding,0.8106,Large Language Models,0.8066,Colaboração,0.8063,Aprendizado Contínuo,0.806
2021,bargaining,5,Negociação,0.43,matched,ai_rerank,Negociação,0.8407,Employer Branding,0.8106,Large Language Models,0.8066,Colaboração,0.8063,Aprendizado Contínuo,0.806
549,UX insights,88,UX Research,0.43,matched,ai_rerank,UX Research,0.846,Design Thinking,0.8324,Visão de Produto,0.824,Análise de Dados,0.8233,Large Language Models,0.8224
2492,analytical problem solving,7,Resolução de Problemas,0.43,matched,ai_rerank,Resolução de Problemas,0.8415,Design Thinking,0.8363,Análise de Dados,0.8346,Resolução de Conflitos,0.8318,Machine Learning,0.8304
748,good writing,23,Escrita Profissional,0.43,matched,ai_rerank,Escrita Profissional,0.825,Comunicação Assertiva,0.8029,Mentoria,0.8024,Large Language Models,0.8021,Python,0.8001
771,desenvolvimento de pessoas,24,Mentoria,0.43,matched,ai_rerank,Mentoria,0.8621,Treinamento e Desenvolvimento,0.8513,Desenvolvimento Organizacional,0.851,Gestão de Pessoas,0.845,Resolução de Conflitos,0.8375
2614,UX insights,88,UX Research,0.43,matched,ai_rerank,UX Research,0.846,Design Thinking,0.8324,Visão de Produto,0.824,Análise de Dados,0.8233,Large Language Models,0.8224
1204,reputação como empregador,99,Employer Branding,0.43,matched,ai_rerank,Employer Branding,0.8694,Escrita Profissional,0.8405,Inteligência Emocional,0.8382,Comunicação Assertiva,0.8355,Aprendizado Contínuo,0.8341
2266,bargaining,5,Negociação,0.43,matched,ai_rerank,Negociação,0.8407,Employer Branding,0.8106,Large Language Models,0.8066,Colaboração,0.8063,Aprendizado Contínuo,0.806
1255,advanced data analysis,39,Análise de Dados,0.43,matched,ai_rerank,Excel Avançado,0.8356,Spark,0.8317,Análise Financeira,0.8291,Adaptabilidade,0.8261,Análise de Dados,0.8241
63,personal organization,1,Gestão de Pessoas,0.43,matched,ai_rerank,Autogestão,0.8309,Cultura Organizacional,0.8211,Gestão de Pessoas,0.816,Gestão do Tempo,0.8158,Colaboração,0.8152
74,employee development,99,Employer Branding,0.43,matched,ai_rerank,Treinamento e Desenvolvimento,0.8281,Employer Branding,0.8275,Aprendizado Contínuo,0.82,Mentoria,0.8173,Desenvolvimento Organizacional,0.8132
2870,estratégia de produto,14,Visão de Produto,0.44,matched,ai_rerank,Visão de Produto,0.8637,Gestão de Produto,0.8521,Design Thinking,0.8348,Experimentação e Testes A/B,0.8333,Planejamento Estratégico,0.8332
1900,organizational design,96,Desenvolvimento Organizacional,0.44,matched,ai_rerank,Cultura Organizacional,0.8394,Desenvolvimento Organizacional,0.8274,Looker,0.8209,Liderança Técnica,0.8208,UX Research,0.8191
1958,organizational design,96,Desenvolvimento Organizacional,0.44,matched,ai_rerank,Cultura Organizacional,0.8394,Desenvolvimento Organizacional,0.8274,Looker,0.8209,Liderança Técnica,0.8208,UX Research,0.8191
206,completude de dados,57,Qualidade de Dados,0.44,matched,ai_rerank,Qualidade de Dados,0.877,Orientação a Dados,0.8479,Modelagem de Dados,0.8447,Análise de Dados,0.8369,Data Warehouse,0.8367
2810,detecção de anomalias,47,Séries Temporais,0.44,matched,ai_rerank,Séries Temporais,0.8814,Análise de Dados,0.8397,AWS,0.8385,Análise Financeira,0.8378,Resolução de Problemas,0.8378
2819,estratégia de produto,14,Visão de Produto,0.44,matched,ai_rerank,Visão de Produto,0.8637,Gestão de Produto,0.8521,Design Thinking,0.8348,Experimentação e Testes A/B,0.8333,Planejamento Estratégico,0.8332
682,EQ,4,Inteligência Emocional,0.44,matched,ai_rerank,Qualidade de Dados,0.8042,Inteligência Emocional,0.7988,UX Research,0.7945,Kubernetes,0.7929,Modelagem de Dados,0.792
1604,detecção de anomalias,47,Séries Temporais,0.44,matched,ai_rerank,Séries Temporais,0.8814,Análise de Dados,0.8397,AWS,0.8385,Análise Financeira,0.8378,Resolução de Problemas,0.8378
261,completude de dados,57,Qualidade de Dados,0.44,matched,ai_rerank,Qualidade de Dados,0.877,Orientação a Dados,0.8479,Modelagem de Dados,0.8447,Análise de Dados,0.8369,Data Warehouse,0.8367
1938,organizational design,96,Desenvolvimento Organizacional,0.44,matched,ai_rerank,Cultura Organizacional,0.8394,Desenvolvimento Organizacional,0.8274,Looker,0.8209,Liderança Técnica,0.8208,UX Research,0.8191
2565,own initiative,11,Autogestão,0.44,matched,ai_rerank,Autogestão,0.8117,Mentoria,0.8052,Desenvolvimento Organizacional,0.802,Inteligência Emocional,0.7984,Large Language Models,0.797
2216,goals and key results,90,OKRs,0.44,matched,ai_rerank,OKRs,0.8303,Gestão de Desempenho,0.8214,Foco no Cliente,0.8175,Colaboração,0.8149,Planejamento Estratégico,0.8144
766,planejamento empresarial,27,Planejamento Estratégico,0.44,matched,ai_rerank,Planejamento Estratégico,0.8598,Empreendedorismo,0.8448,Visão de Produto,0.8321,Pensamento Estratégico,0.8313,Employer Branding,0.8309
602,estratégia de produto,14,Visão de Produto,0.44,matched,ai_rerank,Visão de Produto,0.8637,Gestão de Produto,0.8521,Design Thinking,0.8348,Experimentação e Testes A/B,0.8333,Planejamento Estratégico,0.8332
891,emotional self-regulation,4,Inteligência Emocional,0.44,matched,ai_rerank,Inteligência Emocional,0.8456,Adaptabilidade,0.8157,Autogestão,0.8117,MLflow,0.8105,Gestão de Riscos,0.809
1388,estratégia de produto,14,Visão de Produto,0.44,matched,ai_rerank,Visão de Produto,0.8637,Gestão de Produto,0.8521,Design Thinking,0.8348,Experimentação e Testes A/B,0.8333,Planejamento Estratégico,0.8332
1324,EQ,4,Inteligência Emocional,0.44,matched,ai_rerank,Qualidade de Dados,0.8042,Inteligência Emocional,0.7988,UX Research,0.7945,Kubernetes,0.7929,Modelagem de Dados,0.792
2279,goals and key results,90,OKRs,0.44,matched,ai_rerank,OKRs,0.8303,Gestão de Desempenho,0.8214,Foco no Cliente,0.8175,Colaboração,0.8149,Planejamento Estratégico,0.8144
147,estratégia de produto,14,Visão de Produto,0.44,matched,ai_rerank,Visão de Produto,0.8637,Gestão de Produto,0.8521,Design Thinking,0.8348,Experimentação e Testes A/B,0.8333,Planejamento Estratégico,0.8332
115,busca semântica,44,Embeddings e Busca Vetorial,0.44,matched,ai_rerank,Embeddings e Busca Vetorial,0.8719,UX Research,0.8359,Experimentação e Testes A/B,0.8328,Design Thinking,0.8273,Aprendizado Contínuo,0.8269
2250,organizational design,96,Desenvolvimento Organizacional,0.44,matched,ai_rerank,Cultura Organizacional,0.8394,Desenvolvimento Organizacional,0.8274,Looker,0.8209,Liderança Técnica,0.8208,UX Research,0.8191
1124,goals and key results,90,OKRs,0.44,matched,ai_rerank,OKRs,0.8303,Gestão de Desempenho,0.8214,Foco no Cliente,0.8175,Colaboração,0.8149,Planejamento Estratégico,0.8144
181,detecção de anomalias,47,Séries Temporais,0.44,matched,ai_rerank,Séries Temporais,0.8814,Análise de Dados,0.8397,AWS,0.8385,Análise Financeira,0.8378,Resolução de Problemas,0.8378
156,own initiative,11,Autogestão,0.44,matched,ai_rerank,Autogestão,0.8117,Mentoria,0.8052,Desenvolvimento Organizacional,0.802,Inteligência Emocional,0.7984,Large Language Models,0.797
2520,conectar estratégia e execução,17,Pensamento Estratégico,0.44,matched,ai_rerank,Pensamento Estratégico,0.8561,Metodologias Ágeis,0.8546,Design Thinking,0.852,Treinamento e Desenvolvimento,0.8519,Estatística Aplicada,0.8496
2227,conectar estratégia e execução,17,Pensamento Estratégico,0.44,matched,ai_rerank,Pensamento Estratégico,0.8561,Metodologias Ágeis,0.8546,Design Thinking,0.852,Treinamento e Desenvolvimento,0.8519,Estatística Aplicada,0.8496
1824,organizational design,96,Desenvolvimento Organizacional,0.44,matched,ai_rerank,Cultura Organizacional,0.8394,Desenvolvimento Organizacional,0.8274,Looker,0.8209,Liderança Técnica,0.8208,UX Research,0.8191
2858,fazer apresentações,22,Apresentação e Oratória,0.44,matched,ai_rerank,Análise Financeira,0.8449,Resolução de Problemas,0.8392,Gestão do Tempo,0.8387,Apresentação e Oratória,0.8381,R,0.829
2462,emotional self-regulation,4,Inteligência Emocional,0.44,matched,ai_rerank,Inteligência Emocional,0.8456,Adaptabilidade,0.8157,Autogestão,0.8117,MLflow,0.8105,Gestão de Riscos,0.809
1762,detecção de anomalias,47,Séries Temporais,0.44,matched,ai_rerank,Séries Temporais,0.8814,Análise de Dados,0.8397,AWS,0.8385,Análise Financeira,0.8378,Resolução de Problemas,0.8378
2062,planejamento empresarial,27,Planejamento Estratégico,0.44,matched,ai_rerank,Planejamento Estratégico,0.8598,Empreendedorismo,0.8448,Visão de Produto,0.8321,Pensamento Estratégico,0.8313,Employer Branding,0.8309
1710,data cleansing,39,Análise de Dados,0.45,matched,ai_rerank,Análise de Dados,0.8444,Qualidade de Dados,0.832,Streaming de Dados,0.8317,Spark,0.8292,Data Warehouse,0.8273
1539,liderança em mudanças,28,Gestão de Mudanças,0.45,matched,ai_rerank,Gestão de Mudanças,0.8826,Adaptabilidade,0.8687,Liderança Técnica,0.8512,Mentoria,0.8504,Negociação,0.8494
2477,coaching,24,Mentoria,0.45,matched,ai_rerank,Mentoria,0.8424,Treinamento e Desenvolvimento,0.838,Aprendizado Contínuo,0.8338,Machine Learning,0.8274,Comunicação Assertiva,0.8274
2722,API REST,61,Desenvolvimento de APIs,0.45,matched,ai_rerank,Desenvolvimento de APIs,0.8312,FastAPI,0.8237,MLflow,0.8152,TypeScript,0.8141,Power BI,0.8119
2349,liderança em mudanças,28,Gestão de Mudanças,0.45,matched,ai_rerank,Gestão de Mudanças,0.8826,Adaptabilidade,0.8687,Liderança Técnica,0.8512,Mentoria,0.8504,Negociação,0.8494
440,API REST,61,Desenvolvimento de APIs,0.45,matched,ai_rerank,Desenvolvimento de APIs,0.8312,FastAPI,0.8237,MLflow,0.8152,TypeScript,0.8141,Power BI,0.8119
2387,coaching,24,Mentoria,0.45,matched,ai_rerank,Mentoria,0.8424,Treinamento e Desenvolvimento,0.838,Aprendizado Contínuo,0.8338,Machine Learning,0.8274,Comunicação Assertiva,0.8274
1225,problem decomposition,7,Resolução de Problemas,0.46,matched,ai_rerank,Design Thinking,0.8165,Resolução de Problemas,0.816,MLflow,0.8093,Machine Learning,0.8084,Spark,0.808
2667,self-directed work,11,Autogestão,0.46,matched,ai_rerank,Autogestão,0.8248,Escrita Profissional,0.8047,Aprendizado Contínuo,0.8034,Colaboração,0.8033,Gestão de Pessoas,0.801
2660,problem decomposition,7,Resolução de Problemas,0.46,matched,ai_rerank,Design Thinking,0.8165,Resolução de Problemas,0.816,MLflow,0.8093,Machine Learning,0.8084,Spark,0.808
1367,problem decomposition,7,Resolução de Problemas,0.46,matched,ai_rerank,Design Thinking,0.8165,Resolução de Problemas,0.816,MLflow,0.8093,Machine Learning,0.8084,Spark,0.808
163,people coaching,24,Mentoria,0.46,matched,ai_rerank,Mentoria,0.8064,Treinamento e Desenvolvimento,0.8033,Gestão de Pessoas,0.8016,Metodologias Ágeis,0.7964,Resolução de Conflitos,0.7962
1450,data visualization,39,Análise de Dados,0.46,matched,ai_rerank,R,0.8616,Tableau,0.8478,Análise de Dados,0.8419,Data Warehouse,0.8385,Looker,0.8348
1022,database queries,56,Data Warehouse,0.46,matched,ai_rerank,SQL,0.8527,PostgreSQL,0.8401,Qualidade de Dados,0.8328,MongoDB,0.831,Data Warehouse,0.8281
1597,problem decomposition,7,Resolução de Problemas,0.46,matched,ai_rerank,Design Thinking,0.8165,Resolução de Problemas,0.816,MLflow,0.8093,Machine Learning,0.8084,Spark,0.808
2881,PM skills,10,Gestão do Tempo,0.46,matched,ai_rerank,Gestão do Tempo,0.8331,Large Language Models,0.8328,Gestão de Projetos,0.8306,Treinamento e Desenvolvimento,0.8277,Comunicação Assertiva,0.8271
1965,data visualization,39,Análise de Dados,0.46,matched,ai_rerank,R,0.8616,Tableau,0.8478,Análise de Dados,0.8419,Data Warehouse,0.8385,Looker,0.8348
1848,data visualization,39,Análise de Dados,0.46,matched,ai_rerank,R,0.8616,Tableau,0.8478,Análise de Dados,0.8419,Data Warehouse,0.8385,Looker,0.8348
2499,schema design,55,Modelagem de Dados,0.46,matched,ai_rerank,Design Thinking,0.8289,Data Warehouse,0.8289,UX Research,0.8286,Modelagem de Dados,0.8285,Looker,0.824
2012,python langchain,83,LangChain,0.46,matched,ai_rerank,LangChain,0.8742,Langfuse,0.8347,Python,0.8218,TypeScript,0.8207,Large Language Models,0.8188
623,people coaching,24,Mentoria,0.46,matched,ai_rerank,Mentoria,0.8064,Treinamento e Desenvolvimento,0.8033,Gestão de Pessoas,0.8016,Metodologias Ágeis,0.7964,Resolução de Conflitos,0.7962
2075,creative problem solving design,3,Resolução de Conflitos,0.46,matched,ai_rerank,Design Thinking,0.8426,Resolução de Problemas,0.8167,Resolução de Conflitos,0.8138,UX Research,0.809,MLflow,0.8067
372,database queries,56,Data Warehouse,0.46,matched,ai_rerank,SQL,0.8527,PostgreSQL,0.8401,Qualidade de Dados,0.8328,MongoDB,0.831,Data Warehouse,0.8281
2308,python langchain,83,LangChain,0.46,matched,ai_rerank,LangChain,0.8742,Langfuse,0.8347,Python,0.8218,TypeScript,0.8207,Large Language Models,0.8188
1116,schema design,55,Modelagem de Dados,0.46,matched,ai_rerank,Design Thinking,0.8289,Data Warehouse,0.8289,UX Research,0.8286,Modelagem de Dados,0.8285,Looker,0.824
2524,apresentação em público,22,Apresentação e Oratória,0.47,matched,ai_rerank,Apresentação e Oratória,0.8506,Spark,0.8296,Storytelling com Dados,0.8288,Análise Financeira,0.8209,Comunicação Assertiva,0.8206
2661,resilience,9,Adaptabilidade,0.47,matched,ai_rerank,Adaptabilidade,0.8435,Empreendedorismo,0.8274,Tomada de Decisão,0.8245,Gestão de Mudanças,0.8223,Facilitação,0.822
1930,resilience,9,Adaptabilidade,0.47,matched,ai_rerank,Adaptabilidade,0.8435,Empreendedorismo,0.8274,Tomada de Decisão,0.8245,Gestão de Mudanças,0.8223,Facilitação,0.822
237,resilience,9,Adaptabilidade,0.47,matched,ai_rerank,Adaptabilidade,0.8435,Empreendedorismo,0.8274,Tomada de Decisão,0.8245,Gestão de Mudanças,0.8223,Facilitação,0.822
635,previsão de séries temporais,47,Séries Temporais,0.47,matched,ai_rerank,Séries Temporais,0.9065,Deep Learning,0.8647,Gestão do Tempo,0.8415,Modelagem de Dados,0.8387,Pensamento Estratégico,0.8359
492,capability building,25,Liderança Técnica,0.47,matched,ai_rerank,Treinamento e Desenvolvimento,0.8268,Desenvolvimento de APIs,0.8233,Liderança Técnica,0.8163,Desenvolvimento Organizacional,0.8159,Facilitação,0.8146
2820,ownership mindset,30,Empreendedorismo,0.48,matched,ai_rerank,Empreendedorismo,0.8224,Foco no Cliente,0.8045,Gestão de Mudanças,0.8043,Design Thinking,0.8039,Autogestão,0.8034
2346,capacitação,20,Facilitação,0.48,matched,ai_rerank,Treinamento e Desenvolvimento,0.848,Aprendizado Contínuo,0.845,Mentoria,0.8406,Qualidade de Dados,0.8398,Facilitação,0.8392
2659,proatividade,9,Adaptabilidade,0.48,matched,ai_rerank,Empreendedorismo,0.834,Comunicação Assertiva,0.8277,Mentoria,0.8274,Adaptabilidade,0.825,Facilitação,0.824
112,seleção de candidatos,95,Recrutamento e Seleção,0.48,matched,ai_rerank,Recrutamento e Seleção,0.8459,Tomada de Decisão,0.831,Negociação,0.8295,Design Thinking,0.8291,Pensamento Crítico,0.8254
662,proatividade,9,Adaptabilidade,0.48,matched,ai_rerank,Empreendedorismo,0.834,Comunicação Assertiva,0.8277,Mentoria,0.8274,Adaptabilidade,0.825,Facilitação,0.824
345,stakeholder communication,26,Gestão de Stakeholders,0.48,matched,ai_rerank,Gestão de Stakeholders,0.8702,Comunicação Assertiva,0.8224,Data Warehouse,0.8142,Storytelling com Dados,0.8103,UX Research,0.8066
2164,ownership mindset,30,Empreendedorismo,0.48,matched,ai_rerank,Empreendedorismo,0.8224,Foco no Cliente,0.8045,Gestão de Mudanças,0.8043,Design Thinking,0.8039,Autogestão,0.8034
1686,stakeholder communication,26,Gestão de Stakeholders,0.48,matched,ai_rerank,Gestão de Stakeholders,0.8702,Comunicação Assertiva,0.8224,Data Warehouse,0.8142,Storytelling com Dados,0.8103,UX Research,0.8066
120,seleção de candidatos,95,Recrutamento e Seleção,0.48,matched,ai_rerank,Recrutamento e Seleção,0.8459,Tomada de Decisão,0.831,Negociação,0.8295,Design Thinking,0.8291,Pensamento Crítico,0.8254
565,contratação,95,Recrutamento e Seleção,0.49,matched,ai_rerank,Recrutamento e Seleção,0.8466,Desenvolvimento de APIs,0.8363,Infrastructure as Code,0.8349,Aprendizado Contínuo,0.832,Escrita Profissional,0.8319
1884,estatística,49,Estatística Aplicada,0.49,matched,ai_rerank,Estatística Aplicada,0.8633,R,0.8562,Experimentação e Testes A/B,0.8394,Análise Financeira,0.8392,Pensamento Crítico,0.8382
1820,IaC,40,Machine Learning,0.49,matched,ai_rerank,Microsserviços,0.7826,Resolução de Problemas,0.776,CI/CD,0.7747,Design Thinking,0.7708,Machine Learning,0.7708
